2025-12-14T02:44:49.000000000Z [inf]  Starting Container
2025-12-14T02:45:04.414340384Z [inf]  [GPT-Screen] ARBUSDT full response: {
2025-12-14T02:45:04.414347169Z [inf]    "index": 0,
2025-12-14T02:45:04.414354473Z [inf]    "message": {
2025-12-14T02:45:04.414362085Z [inf]      "role": "assistant",
2025-12-14T02:45:04.414368835Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 72}",
2025-12-14T02:45:04.476106455Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:45:04.478607138Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:45:04.493496859Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:45:04.497613052Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:45:04.719410304Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:04.719422090Z [inf]    "index": 0,
2025-12-14T02:45:04.719439581Z [inf]    "message": {
2025-12-14T02:45:04.719442736Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:45:04.719452966Z [inf]      "role": "assistant",
2025-12-14T02:45:04.719453239Z [inf]      "refusal": null,
2025-12-14T02:45:04.719461875Z [inf]      "content": "",
2025-12-14T02:45:04.719470684Z [inf]      "annotations": []
2025-12-14T02:45:04.719481694Z [inf]    },
2025-12-14T02:45:04.719491027Z [inf]    "finish_reason": "length"
2025-12-14T02:45:04.719499851Z [inf]  }
2025-12-14T02:45:04.719508923Z [inf]  [GPT-Screen] BNBUSDT: Empty content, checking refusal: null
2025-12-14T02:45:04.773101139Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:45:04.773106577Z [inf]    "index": 0,
2025-12-14T02:45:04.773111034Z [inf]    "message": {
2025-12-14T02:45:04.773115029Z [inf]      "role": "assistant",
2025-12-14T02:45:04.773119452Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:45:04.773123496Z [inf]      "refusal": null,
2025-12-14T02:45:04.773127478Z [inf]      "annotations": []
2025-12-14T02:45:04.773133127Z [inf]    },
2025-12-14T02:45:04.773138209Z [inf]    "finish_reason": "stop"
2025-12-14T02:45:04.773143165Z [inf]  }
2025-12-14T02:45:04.773147836Z [inf]  [GPT-Screen] SOLUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:45:04.773152010Z [inf]  [Engine] SOLUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-14T02:45:04.908121526Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-14T02:45:04.908128712Z [inf]    "index": 0,
2025-12-14T02:45:04.908133503Z [inf]    "message": {
2025-12-14T02:45:04.908138132Z [inf]      "role": "assistant",
2025-12-14T02:45:04.908142652Z [inf]      "content": "",
2025-12-14T02:45:04.908147000Z [inf]      "refusal": null,
2025-12-14T02:45:04.908152506Z [inf]      "annotations": []
2025-12-14T02:45:04.908157420Z [inf]    },
2025-12-14T02:45:04.908162394Z [inf]    "finish_reason": "length"
2025-12-14T02:45:04.908167532Z [inf]  }
2025-12-14T02:45:04.908172299Z [inf]  [GPT-Screen] SUIUSDT: Empty content, checking refusal: null
2025-12-14T02:45:04.908176475Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:05.420544785Z [inf]  [GPT-Screen] AVAXUSDT full response: {
2025-12-14T02:45:05.420551310Z [inf]    "index": 0,
2025-12-14T02:45:05.420557822Z [inf]    "message": {
2025-12-14T02:45:05.420564138Z [inf]      "role": "assistant",
2025-12-14T02:45:05.420570728Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:45:05.420577864Z [inf]      "refusal": null,
2025-12-14T02:45:05.420583363Z [inf]      "annotations": []
2025-12-14T02:45:05.420592186Z [inf]    },
2025-12-14T02:45:05.420598144Z [inf]    "finish_reason": "stop"
2025-12-14T02:45:05.420603925Z [inf]  }
2025-12-14T02:45:05.420609617Z [inf]  [GPT-Screen] AVAXUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:45:05.420615911Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-14T02:45:06.437181309Z [inf]      "role": "assistant",
2025-12-14T02:45:06.437190169Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:45:06.437190520Z [inf]    },
2025-12-14T02:45:06.437198326Z [inf]    "finish_reason": "stop"
2025-12-14T02:45:06.437199379Z [inf]      "refusal": null,
2025-12-14T02:45:06.437207440Z [inf]  }
2025-12-14T02:45:06.437207950Z [inf]      "annotations": []
2025-12-14T02:45:06.437217393Z [inf]  [GPT-Screen] DOGEUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:45:06.437222544Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-14T02:45:06.437232855Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-14T02:45:06.437240318Z [inf]    "index": 0,
2025-12-14T02:45:06.437255092Z [inf]    "message": {
2025-12-14T02:45:06.734376602Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:45:06.734385657Z [inf]    "index": 0,
2025-12-14T02:45:06.734392259Z [inf]    "message": {
2025-12-14T02:45:06.734397617Z [inf]      "role": "assistant",
2025-12-14T02:45:06.734403022Z [inf]      "content": "",
2025-12-14T02:45:06.734409809Z [inf]      "refusal": null,
2025-12-14T02:45:06.734415441Z [inf]      "annotations": []
2025-12-14T02:45:06.734422096Z [inf]    },
2025-12-14T02:45:06.734427752Z [inf]    "finish_reason": "length"
2025-12-14T02:45:06.734435523Z [inf]  }
2025-12-14T02:45:06.734441413Z [inf]  [GPT-Screen] BTCUSDT: Empty content, checking refusal: null
2025-12-14T02:45:06.734447278Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:06.740153949Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-14T02:45:06.740163135Z [inf]    "index": 0,
2025-12-14T02:45:06.740170281Z [inf]    "message": {
2025-12-14T02:45:06.740175626Z [inf]      "role": "assistant",
2025-12-14T02:45:06.740182265Z [inf]      "content": "",
2025-12-14T02:45:06.740189572Z [inf]      "refusal": null,
2025-12-14T02:45:06.740214328Z [inf]      "annotations": []
2025-12-14T02:45:06.740220673Z [inf]    },
2025-12-14T02:45:06.740227328Z [inf]    "finish_reason": "length"
2025-12-14T02:45:06.740233471Z [inf]  }
2025-12-14T02:45:06.740239036Z [inf]  [GPT-Screen] LINKUSDT: Empty content, checking refusal: null
2025-12-14T02:45:06.740244701Z [inf]  [Engine] LINKUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:09.468905432Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:45:09.468912885Z [inf]    "index": 0,
2025-12-14T02:45:09.468920178Z [inf]    "message": {
2025-12-14T02:45:09.468927125Z [inf]      "role": "assistant",
2025-12-14T02:45:09.468934165Z [inf]      "content": "",
2025-12-14T02:45:09.468941077Z [inf]      "refusal": null,
2025-12-14T02:45:09.468949726Z [inf]      "annotations": []
2025-12-14T02:45:09.468957489Z [inf]    },
2025-12-14T02:45:09.468964570Z [inf]    "finish_reason": "length"
2025-12-14T02:45:09.468969885Z [inf]  }
2025-12-14T02:45:09.468975924Z [inf]  [GPT-Screen] ETHUSDT: Empty content, checking refusal: null
2025-12-14T02:45:09.468982806Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:12.479170977Z [inf]  [GPT-Screen] OPUSDT full response: {
2025-12-14T02:45:12.479178519Z [inf]    },
2025-12-14T02:45:12.479181832Z [inf]    "index": 0,
2025-12-14T02:45:12.479198892Z [inf]    "finish_reason": "length"
2025-12-14T02:45:12.479201348Z [inf]    "message": {
2025-12-14T02:45:12.479206964Z [inf]  }
2025-12-14T02:45:12.479210257Z [inf]      "role": "assistant",
2025-12-14T02:45:12.479215521Z [inf]  [GPT-Screen] OPUSDT: Empty content, checking refusal: null
2025-12-14T02:45:12.479218361Z [inf]      "content": "",
2025-12-14T02:45:12.479225331Z [inf]      "refusal": null,
2025-12-14T02:45:12.479233223Z [inf]      "annotations": []
2025-12-14T02:45:12.479237578Z [inf]  [Engine] OPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:12.584785451Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:45:12.584790730Z [inf]    "index": 0,
2025-12-14T02:45:12.584796065Z [inf]    "message": {
2025-12-14T02:45:12.584801067Z [inf]      "role": "assistant",
2025-12-14T02:45:12.584809121Z [inf]      "content": "",
2025-12-14T02:45:12.584814404Z [inf]      "refusal": null,
2025-12-14T02:45:12.584819635Z [inf]      "annotations": []
2025-12-14T02:45:12.584826045Z [inf]    },
2025-12-14T02:45:12.584831301Z [inf]    "finish_reason": "length"
2025-12-14T02:45:12.584836675Z [inf]  }
2025-12-14T02:45:12.584842256Z [inf]  [GPT-Screen] XRPUSDT: Empty content, checking refusal: null
2025-12-14T02:45:12.584847675Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:13.506907557Z [inf]  [Engine] ARBUSDT: HOLD (58%)
2025-12-14T02:45:13.506913017Z [inf]  [Engine]   └─ Técnicamente ARBUSDT está alcista (precio > EMA9/EMA21/SMA50 con alineación alcista perfecta, ADX 28...
2025-12-14T02:45:33.517667488Z [inf]  }
2025-12-14T02:45:33.517680194Z [inf]  [GPT-Screen] BTCUSDT: Empty content, checking refusal: null
2025-12-14T02:45:33.517719909Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:45:33.517727107Z [inf]    "index": 0,
2025-12-14T02:45:33.517735164Z [inf]    "message": {
2025-12-14T02:45:33.517747262Z [inf]      "role": "assistant",
2025-12-14T02:45:33.517753630Z [inf]      "content": "",
2025-12-14T02:45:33.517759529Z [inf]      "refusal": null,
2025-12-14T02:45:33.517765637Z [inf]      "annotations": []
2025-12-14T02:45:33.517772615Z [inf]    },
2025-12-14T02:45:33.517780309Z [inf]    "finish_reason": "length"
2025-12-14T02:45:33.517810440Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:41.762115956Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:45:41.762122067Z [inf]    "index": 0,
2025-12-14T02:45:41.762128277Z [inf]    "message": {
2025-12-14T02:45:41.762133030Z [inf]      "role": "assistant",
2025-12-14T02:45:41.762139035Z [inf]      "content": "",
2025-12-14T02:45:41.762143831Z [inf]      "refusal": null,
2025-12-14T02:45:41.762148686Z [inf]      "annotations": []
2025-12-14T02:45:41.762153606Z [inf]    },
2025-12-14T02:45:41.762157952Z [inf]    "finish_reason": "length"
2025-12-14T02:45:41.762162090Z [inf]  }
2025-12-14T02:45:41.762166472Z [inf]  [GPT-Screen] ETHUSDT: Empty content, checking refusal: null
2025-12-14T02:45:41.762170713Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:50.779976559Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:45:50.779989339Z [inf]    "index": 0,
2025-12-14T02:45:50.779999576Z [inf]    "message": {
2025-12-14T02:45:50.780004843Z [inf]      "annotations": []
2025-12-14T02:45:50.780009363Z [inf]      "role": "assistant",
2025-12-14T02:45:50.780016600Z [inf]      "content": "",
2025-12-14T02:45:50.780029222Z [inf]      "refusal": null,
2025-12-14T02:45:50.780030276Z [inf]    },
2025-12-14T02:45:50.780046680Z [inf]    "finish_reason": "length"
2025-12-14T02:45:50.781785601Z [inf]  }
2025-12-14T02:45:50.781796081Z [inf]  [GPT-Screen] BNBUSDT: Empty content, checking refusal: null
2025-12-14T02:45:50.781802149Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:45:58.687059078Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:45:58.687064832Z [inf]    "index": 0,
2025-12-14T02:45:58.687070475Z [inf]    "message": {
2025-12-14T02:45:58.687080922Z [inf]      "role": "assistant",
2025-12-14T02:45:58.687087344Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-14T02:45:58.687092874Z [inf]      "refusal": null,
2025-12-14T02:45:58.687099033Z [inf]      "annotations": []
2025-12-14T02:45:58.687104700Z [inf]    },
2025-12-14T02:45:58.687110272Z [inf]    "finish_reason": "stop"
2025-12-14T02:45:58.687116352Z [inf]  }
2025-12-14T02:45:58.687122026Z [inf]  [GPT-Screen] SOLUSDT: score=30, direction=NONE, hasOpp=false
2025-12-14T02:45:58.687128268Z [inf]  [Engine] SOLUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-14T02:46:00.781165444Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:46:00.781172083Z [inf]    "index": 0,
2025-12-14T02:46:00.781177456Z [inf]    "message": {
2025-12-14T02:46:00.781183873Z [inf]      "role": "assistant",
2025-12-14T02:46:00.781190508Z [inf]      "content": "",
2025-12-14T02:46:00.781196760Z [inf]      "refusal": null,
2025-12-14T02:46:00.781202645Z [inf]      "annotations": []
2025-12-14T02:46:00.781209320Z [inf]    },
2025-12-14T02:46:00.781215351Z [inf]    "finish_reason": "length"
2025-12-14T02:46:00.781222518Z [inf]  }
2025-12-14T02:46:00.781229225Z [inf]  [GPT-Screen] BTCUSDT: Empty content, checking refusal: null
2025-12-14T02:46:00.781235583Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:09.695045068Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:46:09.695050916Z [inf]    "index": 0,
2025-12-14T02:46:09.695055578Z [inf]    "message": {
2025-12-14T02:46:09.695063027Z [inf]      "role": "assistant",
2025-12-14T02:46:09.695067667Z [inf]      "content": "",
2025-12-14T02:46:09.695072223Z [inf]      "refusal": null,
2025-12-14T02:46:09.695076723Z [inf]      "annotations": []
2025-12-14T02:46:09.695081512Z [inf]    },
2025-12-14T02:46:09.695088044Z [inf]    "finish_reason": "length"
2025-12-14T02:46:09.695092933Z [inf]  }
2025-12-14T02:46:09.695098242Z [inf]  [GPT-Screen] ETHUSDT: Empty content, checking refusal: null
2025-12-14T02:46:09.695103837Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:09.695108655Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:46:09.695113483Z [inf]    "index": 0,
2025-12-14T02:46:09.695119502Z [inf]    "message": {
2025-12-14T02:46:09.695127893Z [inf]      "role": "assistant",
2025-12-14T02:46:09.695134753Z [inf]      "content": "",
2025-12-14T02:46:09.695140957Z [inf]      "refusal": null,
2025-12-14T02:46:09.695147303Z [inf]      "annotations": []
2025-12-14T02:46:09.695153969Z [inf]    },
2025-12-14T02:46:09.695160873Z [inf]    "finish_reason": "length"
2025-12-14T02:46:09.695167909Z [inf]  }
2025-12-14T02:46:09.695174494Z [inf]  [GPT-Screen] XRPUSDT: Empty content, checking refusal: null
2025-12-14T02:46:09.695182225Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:17.708122862Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-14T02:46:17.708129805Z [inf]    "index": 0,
2025-12-14T02:46:17.708137790Z [inf]    "message": {
2025-12-14T02:46:17.708142723Z [inf]      "role": "assistant",
2025-12-14T02:46:17.708148001Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 25}",
2025-12-14T02:46:17.708152699Z [inf]      "refusal": null,
2025-12-14T02:46:17.708157717Z [inf]      "annotations": []
2025-12-14T02:46:17.708162598Z [inf]    },
2025-12-14T02:46:17.708167615Z [inf]    "finish_reason": "stop"
2025-12-14T02:46:17.708172535Z [inf]  }
2025-12-14T02:46:17.708177436Z [inf]  [GPT-Screen] LINKUSDT: score=25, direction=NONE, hasOpp=false
2025-12-14T02:46:17.708181877Z [inf]  [Engine] LINKUSDT: No opportunity (score: 25) - skipping full analysis
2025-12-14T02:46:20.127405346Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:46:20.127415103Z [inf]    "index": 0,
2025-12-14T02:46:20.127422384Z [inf]    "message": {
2025-12-14T02:46:20.127432078Z [inf]      "role": "assistant",
2025-12-14T02:46:20.127439174Z [inf]      "content": "",
2025-12-14T02:46:20.127446152Z [inf]      "refusal": null,
2025-12-14T02:46:20.127452805Z [inf]      "annotations": []
2025-12-14T02:46:20.127462396Z [inf]    },
2025-12-14T02:46:20.127469140Z [inf]    "finish_reason": "length"
2025-12-14T02:46:20.127476383Z [inf]  }
2025-12-14T02:46:20.127485094Z [inf]  [GPT-Screen] BNBUSDT: Empty content, checking refusal: null
2025-12-14T02:46:20.127493297Z [inf]  [Engine] BNBUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:25.828264713Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:46:25.828276685Z [inf]    "index": 0,
2025-12-14T02:46:25.828282855Z [inf]    "message": {
2025-12-14T02:46:25.828289297Z [inf]      "role": "assistant",
2025-12-14T02:46:25.828295846Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 25}",
2025-12-14T02:46:25.828302158Z [inf]      "refusal": null,
2025-12-14T02:46:25.828308138Z [inf]      "annotations": []
2025-12-14T02:46:25.828314384Z [inf]    },
2025-12-14T02:46:25.828320306Z [inf]    "finish_reason": "stop"
2025-12-14T02:46:25.828327623Z [inf]  }
2025-12-14T02:46:25.828333990Z [inf]  [GPT-Screen] SOLUSDT: score=25, direction=NONE, hasOpp=false
2025-12-14T02:46:25.828341014Z [inf]  [Engine] SOLUSDT: No opportunity (score: 25) - skipping full analysis
2025-12-14T02:46:28.616882262Z [inf]      "refusal": null,
2025-12-14T02:46:28.616979158Z [inf]  [GPT-Screen] AVAXUSDT full response: {
2025-12-14T02:46:28.616986897Z [inf]    "index": 0,
2025-12-14T02:46:28.616992971Z [inf]      "annotations": []
2025-12-14T02:46:28.617003475Z [inf]    },
2025-12-14T02:46:28.617028461Z [inf]    "finish_reason": "length"
2025-12-14T02:46:28.617044737Z [inf]  }
2025-12-14T02:46:28.617057740Z [inf]  [GPT-Screen] AVAXUSDT: Empty content, checking refusal: null
2025-12-14T02:46:28.617071179Z [inf]    "message": {
2025-12-14T02:46:28.617072795Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:28.617098994Z [inf]      "role": "assistant",
2025-12-14T02:46:28.617108178Z [inf]      "content": "",
2025-12-14T02:46:32.966090733Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:46:32.966101101Z [inf]    "index": 0,
2025-12-14T02:46:32.966109289Z [inf]    "message": {
2025-12-14T02:46:32.966116641Z [inf]      "role": "assistant",
2025-12-14T02:46:32.966123534Z [inf]      "content": "",
2025-12-14T02:46:32.966138067Z [inf]      "refusal": null,
2025-12-14T02:46:32.966146043Z [inf]      "annotations": []
2025-12-14T02:46:32.966153692Z [inf]    },
2025-12-14T02:46:32.966159924Z [inf]    "finish_reason": "length"
2025-12-14T02:46:32.966167528Z [inf]  }
2025-12-14T02:46:32.966173681Z [inf]  [GPT-Screen] BTCUSDT: Empty content, checking refusal: null
2025-12-14T02:46:32.966178956Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:34.710216302Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-14T02:46:34.710254799Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-14T02:46:34.710266123Z [inf]    "index": 0,
2025-12-14T02:46:34.710273160Z [inf]    "message": {
2025-12-14T02:46:34.710280342Z [inf]      "role": "assistant",
2025-12-14T02:46:34.710286741Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:46:34.710293471Z [inf]      "refusal": null,
2025-12-14T02:46:34.710299956Z [inf]      "annotations": []
2025-12-14T02:46:34.710307230Z [inf]    },
2025-12-14T02:46:34.710314073Z [inf]    "finish_reason": "stop"
2025-12-14T02:46:34.710320703Z [inf]  }
2025-12-14T02:46:34.710327963Z [inf]  [GPT-Screen] DOGEUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:46:37.861359493Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:46:37.861364796Z [inf]    "index": 0,
2025-12-14T02:46:37.861370383Z [inf]    "message": {
2025-12-14T02:46:37.861375756Z [inf]      "role": "assistant",
2025-12-14T02:46:37.861381474Z [inf]      "content": "",
2025-12-14T02:46:37.861389682Z [inf]      "refusal": null,
2025-12-14T02:46:37.861397063Z [inf]      "annotations": []
2025-12-14T02:46:37.861403119Z [inf]    },
2025-12-14T02:46:37.861408581Z [inf]    "finish_reason": "length"
2025-12-14T02:46:37.861414169Z [inf]  }
2025-12-14T02:46:37.861419357Z [inf]  [GPT-Screen] XRPUSDT: Empty content, checking refusal: null
2025-12-14T02:46:37.861425340Z [inf]  [Engine] XRPUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:44.735660382Z [inf]    "message": {
2025-12-14T02:46:44.735672986Z [inf]      "role": "assistant",
2025-12-14T02:46:44.735688371Z [inf]      "content": "",
2025-12-14T02:46:44.735734152Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:46:44.735741172Z [inf]    "index": 0,
2025-12-14T02:46:44.735759507Z [inf]      "refusal": null,
2025-12-14T02:46:44.735767785Z [inf]      "annotations": []
2025-12-14T02:46:44.735781830Z [inf]    },
2025-12-14T02:46:44.735789890Z [inf]    "finish_reason": "length"
2025-12-14T02:46:44.735797514Z [inf]  }
2025-12-14T02:46:44.735808958Z [inf]  [GPT-Screen] ETHUSDT: Empty content, checking refusal: null
2025-12-14T02:46:44.735815501Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:46.734810342Z [inf]  [GPT-Screen] SUIUSDT: Empty content, checking refusal: null
2025-12-14T02:46:46.734820265Z [inf]  [Engine] SUIUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:46:46.734826452Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-14T02:46:46.734827640Z [inf]      "role": "assistant",
2025-12-14T02:46:46.734833166Z [inf]    "index": 0,
2025-12-14T02:46:46.734837875Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-14T02:46:46.734840904Z [inf]    "message": {
2025-12-14T02:46:46.734843338Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:46:46.734849535Z [inf]    "index": 0,
2025-12-14T02:46:46.734852783Z [inf]  }
2025-12-14T02:46:46.734853749Z [inf]      "refusal": null,
2025-12-14T02:46:46.734858235Z [inf]    "message": {
2025-12-14T02:46:46.734860594Z [inf]  [GPT-Screen] LINKUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:46:46.734861378Z [inf]      "annotations": []
2025-12-14T02:46:46.734866701Z [inf]      "role": "assistant",
2025-12-14T02:46:46.734866982Z [inf]  [Engine] LINKUSDT: No opportunity (score: 20) - skipping full analysis
