2025-12-14T02:56:16.000000000Z [inf]  Starting Container
2025-12-14T02:56:37.999903833Z [err]  npm error Lifecycle script `start` failed with error:
2025-12-14T02:56:37.999910156Z [err]  npm error code 1
2025-12-14T02:56:37.999914513Z [err]  npm error path /app/bot
2025-12-14T02:56:37.999918987Z [err]  npm error workspace bot@1.0.0
2025-12-14T02:56:37.999922725Z [err]  npm error location /app/bot
2025-12-14T02:56:37.999927071Z [err]  npm error command failed
2025-12-14T02:56:37.999931262Z [err]  npm error command sh -c node dist/index.js
2025-12-14T02:56:39.449591771Z [inf]  
2025-12-14T02:56:39.449603302Z [inf]  > gpt-scalping-bot@1.0.0 start
2025-12-14T02:56:39.449610485Z [inf]  > npm run start -w bot
2025-12-14T02:56:39.449617292Z [inf]  
2025-12-14T02:56:39.449625064Z [err]  npm warn config production Use `--omit=dev` instead.
2025-12-14T02:56:39.449634289Z [inf]  
2025-12-14T02:56:39.449640673Z [inf]  > bot@1.0.0 start
2025-12-14T02:56:39.449650137Z [inf]  > node dist/index.js
2025-12-14T02:56:39.449659358Z [inf]  
2025-12-14T02:56:39.449808740Z [err]  npm warn config production Use `--omit=dev` instead.
2025-12-14T02:56:39.493152521Z [inf]  =========================================
2025-12-14T02:56:39.493165079Z [inf]      GPT 5.2 SCALPING BOT - v1.0.1
2025-12-14T02:56:39.493171053Z [inf]  =========================================
2025-12-14T02:56:39.493176002Z [inf]  
2025-12-14T02:56:39.493187866Z [inf]  [Config] All required configurations present
2025-12-14T02:56:39.493193476Z [inf]  [Config] Trading enabled: true
2025-12-14T02:56:39.493198019Z [inf]  [Config] Max leverage: 10x
2025-12-14T02:56:39.493202873Z [inf]  [Config] Max position size: 50%
2025-12-14T02:56:39.493208615Z [inf]  [Config] Min confidence: 45%
2025-12-14T02:56:39.493215078Z [inf]  [Config] Max hold time: 4h
2025-12-14T02:56:39.499070515Z [inf]  [Engine] Min confidence: 45%
2025-12-14T02:56:39.499074641Z [inf]  [Main] Auto-starting trading bot...
2025-12-14T02:56:39.499089462Z [inf]  [Engine] Max leverage: 10x
2025-12-14T02:56:39.499096321Z [inf]  [Engine] Starting trading bot...
2025-12-14T02:56:39.510526687Z [err]  (node:27) [DEP0040] DeprecationWarning: The `punycode` module is deprecated. Please use a userland alternative instead.
2025-12-14T02:56:39.510533828Z [err]  (Use `node --trace-deprecation ...` to show where the warning was created)
2025-12-14T02:56:39.510538374Z [inf]  [Server] Running on port 3001
2025-12-14T02:56:40.488679454Z [inf]  [Engine] Account balance: $4666.60
2025-12-14T02:56:40.488687366Z [inf]  [Engine] Available balance: $4666.60
2025-12-14T02:56:40.535664409Z [inf]  [Engine] Found 0 open positions
2025-12-14T02:56:40.535673943Z [inf]  [Engine] Bot started successfully
2025-12-14T02:56:40.535681325Z [inf]  
2025-12-14T02:56:40.535688711Z [inf]  [Main] Bot is ready!
2025-12-14T02:56:40.535695994Z [inf]  [Main] Dashboard API: http://localhost:3001
2025-12-14T02:56:40.535702238Z [inf]  [Main] WebSocket: ws://localhost:3001
2025-12-14T02:56:40.535708528Z [inf]  
2025-12-14T02:56:41.532217006Z [inf]  [WS] Connected to Binance
2025-12-14T02:57:01.183756837Z [inf]    "message": {
2025-12-14T02:57:01.183767335Z [inf]      "role": "assistant",
2025-12-14T02:57:01.183773646Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-14T02:57:01.183778915Z [inf]      "refusal": null,
2025-12-14T02:57:01.183784484Z [inf]      "annotations": []
2025-12-14T02:57:01.183790108Z [inf]    },
2025-12-14T02:57:01.183794977Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.183799564Z [inf]  }
2025-12-14T02:57:01.183804890Z [inf]  [GPT-Screen] SUIUSDT: score=30, direction=NONE, hasOpp=false
2025-12-14T02:57:01.183810646Z [inf]  [Engine] SUIUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-14T02:57:01.183815585Z [inf]  [GPT-Screen] AVAXUSDT full response: {
2025-12-14T02:57:01.183820595Z [inf]    "index": 0,
2025-12-14T02:57:01.183826282Z [inf]    "message": {
2025-12-14T02:57:01.183831678Z [inf]      "role": "assistant",
2025-12-14T02:57:01.183895548Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-14T02:57:01.183903559Z [inf]    "index": 0,
2025-12-14T02:57:01.183911729Z [inf]    "message": {
2025-12-14T02:57:01.183919113Z [inf]      "role": "assistant",
2025-12-14T02:57:01.183926530Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 15}",
2025-12-14T02:57:01.183933988Z [inf]      "refusal": null,
2025-12-14T02:57:01.183941493Z [inf]      "annotations": []
2025-12-14T02:57:01.183948763Z [inf]    },
2025-12-14T02:57:01.183955723Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.183997908Z [inf]  }
2025-12-14T02:57:01.184007239Z [inf]  [GPT-Screen] BNBUSDT: score=15, direction=NONE, hasOpp=false
2025-12-14T02:57:01.184015127Z [inf]  [Engine] BNBUSDT: No opportunity (score: 15) - skipping full analysis
2025-12-14T02:57:01.184023408Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-14T02:57:01.184030966Z [inf]    "index": 0,
2025-12-14T02:57:01.186852995Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 25) - skipping full analysis
2025-12-14T02:57:01.186864544Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 25}",
2025-12-14T02:57:01.186873190Z [inf]  [GPT-Screen] ARBUSDT full response: {
2025-12-14T02:57:01.186880016Z [inf]      "refusal": null,
2025-12-14T02:57:01.186889229Z [inf]    "index": 0,
2025-12-14T02:57:01.186894706Z [inf]      "annotations": []
2025-12-14T02:57:01.186905125Z [inf]    "message": {
2025-12-14T02:57:01.186909065Z [inf]    },
2025-12-14T02:57:01.186918739Z [inf]      "role": "assistant",
2025-12-14T02:57:01.186922668Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.186934543Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 75}",
2025-12-14T02:57:01.186935328Z [inf]  }
2025-12-14T02:57:01.186947844Z [inf]      "refusal": null,
2025-12-14T02:57:01.186951628Z [inf]  [GPT-Screen] AVAXUSDT: score=25, direction=NONE, hasOpp=false
2025-12-14T02:57:01.186959764Z [inf]      "annotations": []
2025-12-14T02:57:01.186969438Z [inf]    },
2025-12-14T02:57:01.186977540Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.186989403Z [inf]  }
2025-12-14T02:57:01.186997744Z [inf]  [GPT-Screen] ARBUSDT: score=75, direction=BUY, hasOpp=true
2025-12-14T02:57:01.187009779Z [inf]  [Engine] ARBUSDT: Opportunity detected! (score: 75, direction: BUY)
2025-12-14T02:57:01.187019054Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:01.187039753Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:01.187047799Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:01.187055566Z [inf]  [CryptoPanic] Rate limited, using neutral sentiment
2025-12-14T02:57:01.187076268Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-14T02:57:01.187083092Z [inf]    "index": 0,
2025-12-14T02:57:01.188142252Z [inf]    "message": {
2025-12-14T02:57:01.188152559Z [inf]      "role": "assistant",
2025-12-14T02:57:01.188159705Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-14T02:57:01.188165868Z [inf]      "refusal": null,
2025-12-14T02:57:01.188171877Z [inf]      "annotations": []
2025-12-14T02:57:01.188177973Z [inf]    },
2025-12-14T02:57:01.188183775Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.188189775Z [inf]  }
2025-12-14T02:57:01.188196568Z [inf]  [GPT-Screen] XRPUSDT: score=30, direction=NONE, hasOpp=false
2025-12-14T02:57:01.188202585Z [inf]  [Engine] XRPUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-14T02:57:01.188208527Z [inf]  [GPT-Screen] OPUSDT full response: {
2025-12-14T02:57:01.188214859Z [inf]    "index": 0,
2025-12-14T02:57:01.188220774Z [inf]    "message": {
2025-12-14T02:57:01.188226378Z [inf]      "role": "assistant",
2025-12-14T02:57:01.188232023Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-14T02:57:01.188237609Z [inf]      "refusal": null,
2025-12-14T02:57:01.188243113Z [inf]      "annotations": []
2025-12-14T02:57:01.188249243Z [inf]    },
2025-12-14T02:57:01.188255715Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.188261766Z [inf]  }
2025-12-14T02:57:01.188267397Z [inf]  [GPT-Screen] OPUSDT: score=30, direction=NONE, hasOpp=false
2025-12-14T02:57:01.188273438Z [inf]  [Engine] OPUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-14T02:57:01.188279138Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-14T02:57:01.188285164Z [inf]    "index": 0,
2025-12-14T02:57:01.188291033Z [inf]    "message": {
2025-12-14T02:57:01.188297387Z [inf]      "role": "assistant",
2025-12-14T02:57:01.188303156Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-14T02:57:01.190495069Z [inf]      "role": "assistant",
2025-12-14T02:57:01.190496696Z [inf]    "message": {
2025-12-14T02:57:01.190509313Z [inf]      "role": "assistant",
2025-12-14T02:57:01.190514921Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"SELL\", \"score\": 35}",
2025-12-14T02:57:01.190527806Z [inf]      "refusal": null,
2025-12-14T02:57:01.190528209Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-14T02:57:01.190537411Z [inf]      "refusal": null,
2025-12-14T02:57:01.190545326Z [inf]      "annotations": []
2025-12-14T02:57:01.190550129Z [inf]      "annotations": []
2025-12-14T02:57:01.190557007Z [inf]      "refusal": null,
2025-12-14T02:57:01.190559492Z [inf]    },
2025-12-14T02:57:01.190565954Z [inf]    },
2025-12-14T02:57:01.190573251Z [inf]      "annotations": []
2025-12-14T02:57:01.190573523Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.190577912Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.190585763Z [inf]    },
2025-12-14T02:57:01.190586934Z [inf]  }
2025-12-14T02:57:01.190595113Z [inf]  [GPT-Screen] SOLUSDT: score=20, direction=NONE, hasOpp=false
2025-12-14T02:57:01.190597244Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.190604447Z [inf]  [Engine] SOLUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-14T02:57:01.190606982Z [inf]  }
2025-12-14T02:57:01.190612166Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-14T02:57:01.190618845Z [inf]  [GPT-Screen] LINKUSDT: score=35, direction=NONE, hasOpp=false
2025-12-14T02:57:01.190621503Z [inf]    "index": 0,
2025-12-14T02:57:01.190629038Z [inf]  [Engine] LINKUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-14T02:57:01.190629589Z [inf]    "message": {
2025-12-14T02:57:01.190638043Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-14T02:57:01.190645756Z [inf]    "index": 0,
2025-12-14T02:57:01.191634859Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 25) - skipping full analysis
2025-12-14T02:57:01.191636666Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.191637580Z [inf]  }
2025-12-14T02:57:01.191643209Z [inf]      "annotations": []
2025-12-14T02:57:01.191651103Z [inf]  }
2025-12-14T02:57:01.191653848Z [inf]  [GPT-Screen] ETHUSDT: score=35, direction=SELL, hasOpp=false
2025-12-14T02:57:01.191656337Z [inf]      "role": "assistant",
2025-12-14T02:57:01.191661620Z [inf]    },
2025-12-14T02:57:01.191666207Z [inf]  [GPT-Screen] DOGEUSDT: score=25, direction=NONE, hasOpp=false
2025-12-14T02:57:01.191668745Z [inf]  [Engine] ETHUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-14T02:57:01.191671128Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 25}",
2025-12-14T02:57:01.191676839Z [inf]    "finish_reason": "stop"
2025-12-14T02:57:01.191682709Z [inf]      "refusal": null,
2025-12-14T02:57:01.191687365Z [inf]  [GPT-Screen] INJUSDT full response: {
2025-12-14T02:57:01.191691536Z [inf]  }
2025-12-14T02:57:01.191695605Z [inf]      "annotations": []
2025-12-14T02:57:01.191700280Z [inf]    "index": 0,
2025-12-14T02:57:01.191705398Z [inf]  [GPT-Screen] INJUSDT: score=32, direction=NONE, hasOpp=false
2025-12-14T02:57:01.191711029Z [inf]    },
2025-12-14T02:57:01.191715740Z [inf]    "message": {
2025-12-14T02:57:01.191718640Z [inf]  [Engine] INJUSDT: No opportunity (score: 32) - skipping full analysis
2025-12-14T02:57:01.191726405Z [inf]      "role": "assistant",
2025-12-14T02:57:01.191729546Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-14T02:57:01.191734095Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 32}",
2025-12-14T02:57:01.191738901Z [inf]    "index": 0,
2025-12-14T02:57:01.191742031Z [inf]      "refusal": null,
2025-12-14T02:57:01.191747623Z [inf]    "message": {
2025-12-14T02:57:01.759133926Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:57:01.759139087Z [inf]    "index": 0,
2025-12-14T02:57:01.759143221Z [inf]    "message": {
2025-12-14T02:57:01.759148347Z [inf]      "role": "assistant",
2025-12-14T02:57:01.759153274Z [inf]      "content": "",
2025-12-14T02:57:01.759158198Z [inf]      "refusal": null,
2025-12-14T02:57:01.759162597Z [inf]      "annotations": []
2025-12-14T02:57:01.759167350Z [inf]    },
2025-12-14T02:57:01.759172161Z [inf]    "finish_reason": "length"
2025-12-14T02:57:01.759176864Z [inf]  }
2025-12-14T02:57:01.759181923Z [inf]  [GPT-Screen] BTCUSDT: Empty content, checking refusal: null
2025-12-14T02:57:01.759186431Z [inf]  [Engine] BTCUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-14T02:57:21.607006454Z [inf]  [Engine] ARBUSDT: HOLD (58%)
2025-12-14T02:57:21.607017963Z [inf]  [Engine]   └─ La estructura es alcista (precio > EMA9/EMA21/SMA50 con alineación alcista perfecta y ADX 29.2 indic...
2025-12-14T02:57:29.282056704Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-14T02:57:29.282066583Z [inf]    "index": 0,
2025-12-14T02:57:29.282072447Z [inf]    "message": {
2025-12-14T02:57:29.282080214Z [inf]      "role": "assistant",
2025-12-14T02:57:29.282085463Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 65}",
2025-12-14T02:57:29.282090257Z [inf]      "refusal": null,
